category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorlastnamefirst	authorlastnamestrong	linkedtags	sourceline	rightsline
	Bruce Springsteen	Rolling Stone 2009-Jan-05	3	unknown	Copyright	2009-Jan-05		The trick in keeping bands together	<p> The trick in keeping bands together is always the same: &#8216;Hey, asshole, the guy standing next to you is more important than you think he is.&#8217; </p>	Rolling Stone LLC		Bringing It All Back Home			2009-01-23T06:17:23-08:00		172				bruce_springsteen	Springsteen, Bruce	Bruce <strong>Springsteen</strong>		<cite class='majortitle'>Rolling Stone 2009-Jan-05</cite>, <cite class='minortitle'>&#8220;Bringing It All Back Home&#8221;</cite>, <span class='datepublished'>2009-Jan-05</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2009-Jan-05</span> by <span class='rightsowner'>Rolling Stone LLC</span>
Language	Bruce Tognazzini	Ask Tog	3	Web Log	Copyright	2000		A word is worth a thousand pictures	<p> In 1985, after a year of finding that pretty but unlabeled icons confused customers, the Apple human interface group took on the motto &#8216;A word is worth a thousand pictures.&#8217; This still holds true. </p>	Bruce Tognazzini	http://www.asktog.com/columns/038MacUITrends.html		http://www.asktog.com/columns/038MacUITrends.html		2010-06-05T12:41:00-07:00		191				bruce_tognazzini	Tognazzini, Bruce	Bruce <strong>Tognazzini</strong>	<a href='../tags/language' rel='tag'>Language</a>	the <span class='sourcetype'>Web Log</span> <cite class='majortitle'><a href='http://www.asktog.com/columns/038MacUITrends.html' rel='source'>Ask Tog</a></cite>, <span class='datepublished'>2000</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2000</span> by <span class='rightsowner'>Bruce Tognazzini</span>
Evolution	Carl Sagan and Ann Druyan	Shadows of Forgotten Ancestors: A Search for Who We Are	3	Book	Copyright	1993	0345384725	Apes and Humans	<p> Philosophers and scientists confidently offer up traits said to be uniquely human, and the apes casually knock them down &#8212; toppling the pretension that humans constitute some sort of biological aristocracy among the beings of Earth. Instead, we are more like the nouveau riche, incompletely accommodated to our recent exalted state, insecure about who we are, and trying to put as much distance as possible between us and our humble origins. </p>	Carl Sagan and Ann Druyan					2007-10-08T19:40:58-07:00		22				carl_sagan_and_ann_druyan	Sagan, Carl and Druyan, Ann	Carl <strong>Sagan</strong> and Ann <strong>Druyan</strong>	<a href='../tags/evolution' rel='tag'>Evolution</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Shadows of Forgotten Ancestors: A Search for Who We Are</cite>, <span class='datepublished'>1993</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0345384725/portablewisdo-20' class='isbn'>0345384725</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1993</span> by <span class='rightsowner'>Carl Sagan and Ann Druyan</span>
Evolution	Carl Sagan and Ann Druyan	Shadows of Forgotten Ancestors: A Search for Who We Are	3	Book	Copyright	1993	0345384725	Chimps and Humans	<p> On the basis of all the evidence, the closest relative of the human proves to be the chimp. The closest relative of the chimp is the human. Not orangs, but people. Us. Chimps and humans are nearer kin than are chimps and gorillas or any other kinds of ape not of the same species. </p>	Carl Sagan and Ann Druyan					2007-10-08T19:33:03-07:00		23				carl_sagan_and_ann_druyan	Sagan, Carl and Druyan, Ann	Carl <strong>Sagan</strong> and Ann <strong>Druyan</strong>	<a href='../tags/evolution' rel='tag'>Evolution</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Shadows of Forgotten Ancestors: A Search for Who We Are</cite>, <span class='datepublished'>1993</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0345384725/portablewisdo-20' class='isbn'>0345384725</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1993</span> by <span class='rightsowner'>Carl Sagan and Ann Druyan</span>
Decisions	Chris Argyris and Donald Schön	Theory in Practice: Increasing Personal Effectiveness	3	Book	Copyright	1974	1555424465	Model II Decision-Making	<p> Model II encourages the individual to maximize his uniqueness. If, in doing so, he should arrive at goals that differ from those developed by others, he will have done so under conditions of openness, trust and risk-taking. The individual would therefore feel free to discuss his differences openly with the group. Moreover, if the individual is in a subordinate power position, and if he feels he had adequate opportunity to dissuade the group and that the group publicly confronted and tested all differences, then the individual will probably be motivated to work toward the group goal but still be motivated to generate new information that may change the group's decision. This means that one can be externally committed to a decision and internally committed to the decision-making processes that produced the decision yet simultaneously monitor the consequences of the decision thoroughly to seek new, valid information to reconfront the decision without being considered disloyal. In the model-II world, conflicts do not disappear&#8212;indeed, the illusion of conflict disappearing is more typical of the model-I world, in which conflicts are settled by power plays based on sanctions, charisma or loyalty. </p>	John Wiley & Sons, Inc.					2008-10-18T11:12:38-07:00		144	Jossey-Bass Publishers	San Francisco	103	chris_argyris_and_donald_schn	Argyris, Chris and Schön, Donald	Chris <strong>Argyris</strong> and Donald <strong>Schön</strong>	<a href='../tags/decisions' rel='tag'>Decisions</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Theory in Practice: Increasing Personal Effectiveness</cite>, <span class='city'>San Francisco</span>: <span class='publisher'>Jossey-Bass Publishers</span>, <span class='datepublished'>1974</span>, page&nbsp;<span class='pages'>103</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1555424465/portablewisdo-20' class='isbn'>1555424465</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1974</span> by <span class='rightsowner'>John Wiley & Sons, Inc.</span>
Values	Chris Argyris and Donald Schön	Theory in Practice: Increasing Personal Effectiveness	3	Book	Copyright	1974	1555424465	Model II Values	<p> Clearly, Model II touches on values that are central to social life and to the traditions of moral philosophy: freedom of choice, truth and testability, the nature of commitment, the possibilities for and limitations on openness in communication among individuals, the basis for trust and cooperation among human beings, the sources of long-term personal effectiveness. </p>	John Wiley & Sons, Inc.					2008-10-16T20:49:39-07:00		143	Jossey-Bass Publishers	San Francisco	xxiv	chris_argyris_and_donald_schn	Argyris, Chris and Schön, Donald	Chris <strong>Argyris</strong> and Donald <strong>Schön</strong>	<a href='../tags/values' rel='tag'>Values</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Theory in Practice: Increasing Personal Effectiveness</cite>, <span class='city'>San Francisco</span>: <span class='publisher'>Jossey-Bass Publishers</span>, <span class='datepublished'>1974</span>, page&nbsp;<span class='pages'>xxiv</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1555424465/portablewisdo-20' class='isbn'>1555424465</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1974</span> by <span class='rightsowner'>John Wiley & Sons, Inc.</span>
Thought	Dashiell Hammett	The Dain Curse	3	Book	Copyright	1957	0679722602	A Dizzy Business	<p> Nobody thinks clearly, no matter what they pretend. Thinking's a dizzy business, a matter of catching as many of those foggy glimpses as you can and fitting them together the best you can. That's why people hang on so tight to their beliefs and opinions; because, compared to the haphazard way in which they're arrived at, even the goofiest opinion seems wonderfully clear, sane and self-evident. And if you let it get away from you, then you've got to dive back into that foggy muddle to wrangle yourself out another to take its place. </p>	Dashiell Hammett					2006-11-30T14:29:31-08:00		24				dashiell_hammett	Hammett, Dashiell	Dashiell <strong>Hammett</strong>	<a href='../tags/thought' rel='tag'>Thought</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Dain Curse</cite>, <span class='datepublished'>1957</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0679722602/portablewisdo-20' class='isbn'>0679722602</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1957</span> by <span class='rightsowner'>Dashiell Hammett</span>
Planning	Dashiell Hammett	The Dain Curse	3	Book	Copyright	1957	0679722602	Successful Planning	<p> The outcome of successful planning always looks like luck to saps. </p>	Dashiell Hammett					2006-11-30T14:29:31-08:00		25				dashiell_hammett	Hammett, Dashiell	Dashiell <strong>Hammett</strong>	<a href='../tags/planning' rel='tag'>Planning</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Dain Curse</cite>, <span class='datepublished'>1957</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0679722602/portablewisdo-20' class='isbn'>0679722602</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1957</span> by <span class='rightsowner'>Dashiell Hammett</span>
Software Development	DeMarco, Tom, Hruschka, Peter, Lister, Tim, McMenamin, Steve, Robertson, James and Suzanne Robertson	Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior	3	Book	Copyright	2008	0932633676	Paper Mill	<p> If you keep probing, and ask &#8216;Precisely what is in the document? What is it for? Who uses it to make which decisions?&#8217; then you discover that people do not know why. They are producing the document because it is the next thing to do. </p> <p> If you recognize this behavior on your project, you may be working in a paper mill. </p> <p> In a paper mill, every activity is marked by the production of a document, and progress is measured by how many of the documents have been produced&#8212;not by what the documents contain. The paper mill principle says: Just in case anyone needs anything, let's give everbody everything. </p>	Authors				http://www.systemsguild.com/	2008-11-30T10:47:09-08:00		169	Dorset House Publishing	New York	217	demarco_tom_hruschka_peter_lister_tim_mcmenamin_steve_robertson_james_and_suzanne_robertson	DeMarco, Tom, Hruschka, Peter, Lister, Tim, McMenamin, Steve, Robertson, James and Robertson, Suzanne	<strong>DeMarco</strong>, <strong>Tom</strong>, <strong>Hruschka</strong>, <strong>Peter</strong>, <strong>Lister</strong>, <strong>Tim</strong>, <strong>McMenamin</strong>, <strong>Steve</strong>, <strong>Robertson</strong>, <strong>James</strong> and Suzanne <strong>Robertson</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior</cite>, <span class='city'>New York</span>: <span class='publisher'>Dorset House Publishing</span>, <span class='datepublished'>2008</span>, page&nbsp;<span class='pages'>217</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633676/portablewisdo-20' class='isbn'>0932633676</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>Authors</span>
Thought	Dennis Stauffer	Thinking Clockwise: A Field Guide for the Innovative Leader	3	Book	Copyright	2005	0964042932	The Columbia Disaster	<p> Dr. Sally Ride, the first American woman in space and a member of the investigating board, believes that the Colubia tragedy and the 1986 Challenger Space Shuttle disaster resulted from the same mindset, saying: </p> <blockquote> (NASA) managers...did not grab onto this problem and insist on an answer. It was really quite the opposite. They assumed they knew the answer. They assumed the foam was not going to be a problem. And they were insisting that people disprove the preconception they had. </blockquote>	Dennis Stauffer					2008-06-01T10:06:31-07:00		123				dennis_stauffer	Stauffer, Dennis	Dennis <strong>Stauffer</strong>	<a href='../tags/thought' rel='tag'>Thought</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Thinking Clockwise: A Field Guide for the Innovative Leader</cite>, <span class='datepublished'>2005</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0964042932/portablewisdo-20' class='isbn'>0964042932</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2005</span> by <span class='rightsowner'>Dennis Stauffer</span>
